Region,1750,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Australia,1077,922.8879,922.4594,924.1785,927.6381,930.2665,928.126,926.1883,922.658,923.0441,923.8526,924.1871,926.2976,930.0786,931.1627,931.5089,927.9913,927.6169,926.6132,926.6938,926.5743,927.2366,928.0679,928.4375,929.0536,928.3322,927.8115,925.1716,925.4877,927.0098,929.6152,926.7427,925.4612,924.3736,926.2965,925.7869
